state,district,year,jan-rf,jan-dep,feb-rf,feb-dep,mar-rf,mar-dep,apr-rf,apr-dep,may-rf,may-dep,jun-rf,jun-dep,jul-rf,jul-dep,aug-rf,aug-dep,sep-rf,sep-dep,oct-rf,oct-dep,nov-rf,dec-dep,dec-rf,dec-dep
Madhya Pradesh,Betul,2008,5.6,-62,0.0,-100,0.0,-100,2.8,-54,0.2,-98,142.9,6,160.8,-49,223.4,-27,170.1,-12,44.8,-6,,,0.0,-100
Madhya Pradesh,Betul,2009,0.2,-99,0.0,-100,0.4,-96,0.4,-93,0.3,-96,78.1,-42,512.0,62,134.9,-56,125.3,-35,71.2,50,119.0,504,25.1,182
Madhya Pradesh,Betul,2010,3.6,-76,15.5,1,6.8,-35,0.0,-100,0.4,-95,118.0,-13,317.1,0,343.0,12,179.4,-7,46.6,-2,81.6,314,0.1,-99
Madhya Pradesh,Bhind,2006,0.0,-100,0.0,-100,18.5,387,0.0,-100,0.0,-100,74.7,42,182.0,-20,77.6,-70,46.9,-68,2.2,-94,0.0,-100,0.0,-100
Madhya Pradesh,Bhind,2007,0.0,-100,55.6,641,32.6,758,1.9,6,7.6,55,67.7,28,122.2,-46,126.9,-50,64.1,-56,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Bhind,2008,0.0,-100,0.0,-100,0.0,-100,0.3,-83,40.5,727,189.1,259,322.2,42,257.5,1,157.9,9,6.0,-83,0.0,-100,0.0,-100
Madhya Pradesh,Bhind,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,1.0,-98,112.3,-51,167.0,-35,92.8,-36,135.0,284,6.1,85,10.8,112
Madhya Pradesh,Bhind,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,21.4,-59,316.7,39,184.1,-28,272.8,87,0.5,-99,48.1,1358,5.8,14
Madhya Pradesh,Bhopal,2006,0.0,-100,0.0,-100,108.8,1390,17.3,686,94.0,813,64.6,-44,311.2,-13,903.8,165,406.7,105,27.8,-9,3.6,-66,2.0,-80
Madhya Pradesh,Bhopal,2007,0.2,-99,21.3,177,0.0,-100,0.3,-86,12.1,17,80.5,-30,425.8,20,175.1,-49,236.5,19,0.0,-100,0.0,-100,1.0,-90
Madhya Pradesh,Bhopal,2008,0.0,-100,0.0,-100,11.6,59,1.8,-18,18.6,81,152.5,32,220.3,-38,187.4,-45,137.2,-31,1.1,-96,9.5,-11,0.0,-100
Madhya Pradesh,Bhopal,2009,36.3,119,0.0,-100,0.0,-100,2.6,18,0.0,-100,111.9,-3,528.3,48,110.6,-68,130.2,-34,143.1,366,104.0,872,36.2,258
Madhya Pradesh,Bhopal,2010,12.4,-25,8.2,6,3.6,-51,0.0,-100,0.2,-98,76.7,-34,244.9,-31,200.0,-41,76.3,-62,46.0,50,113.4,960,4.4,-56
Madhya Pradesh,Chhatarpur,2006,0.0,-100,0.0,-100,46.7,523,19.6,576,39.7,845,31.4,-65,313.7,-7,157.5,-57,37.0,-80,3.2,-91,0.1,-99,0.0,-100
Madhya Pradesh,Chhatarpur,2007,0.5,-98,61.4,376,11.1,48,0.0,-100,38.7,821,72.6,-20,139.5,-59,182.7,-50,66.8,-65,0.0,-100,0.0,-100,1.9,-76
Madhya Pradesh,Chhatarpur,2008,0.0,-100,0.1,-99,9.2,23,1.8,-38,7.0,67,252.3,179,250.1,-26,311.3,-15,95.3,-50,6.4,-83,4.8,-62,0.0,-100
Madhya Pradesh,Chhatarpur,2009,12.0,-51,0.6,-95,0.6,-92,1.2,-59,7.4,76,29.0,-68,231.6,-31,169.6,-54,130.0,-31,159.8,326,61.0,380,7.0,-11
Madhya Pradesh,Chhatarpur,2010,1.2,-95,10.7,-17,12.8,71,0.8,-72,4.6,10,18.2,-80,374.4,11,292.0,-20,133.5,-30,46.4,24,21.0,65,0.2,-97
Madhya Pradesh,Chindwara,2006,0.0,-100,0.0,-100,133.6,677,0.0,-100,2.0,-83,33.4,-81,372.2,5,425.5,25,106.1,-48,2.8,-94,17.9,9,0.0,-100
Madhya Pradesh,Chindwara,2007,0.0,-100,0.0,-100,0.0,-100,3.1,-68,9.7,-16,132.1,-23,334.0,-5,168.5,-51,262.0,29,0.0,-100,18.1,10,0.0,-100
Madhya Pradesh,Chindwara,2008,0.0,-100,12.8,-39,27.4,59,8.8,-10,0.8,-93,110.6,-36,127.8,-64,165.7,-51,194.8,-4,19.3,-61,0.0,-100,0.0,-100
Madhya Pradesh,Chindwara,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,45.8,-73,725.2,106,91.0,-73,247.4,22,52.9,7,97.3,493,29.1,223
Madhya Pradesh,Chindwara,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,160.3,-7,329.7,-7,382.3,12,196.3,-3,8.2,-83,56.7,246,0.0,-100
Madhya Pradesh,Damoh,2006,0.0,-100,0.0,-100,38.4,215,14.2,223,0.0,-100,14.0,-89,339.0,-8,311.0,-17,79.0,-59,0.0,-100,10.4,-17,0.0,-100
Madhya Pradesh,Damoh,2007,0.0,-100,22.6,74,4.6,-62,0.0,-100,22.4,339,109.0,-17,229.2,-38,356.6,-4,139.7,-28,0.0,-100,0.0,-100,4.8,-11
Madhya Pradesh,Damoh,2008,0.0,-100,0.0,-100,0.0,-100,4.0,-9,0.5,-90,579.0,341,256.3,-30,315.5,-15,99.6,-49,4.5,-85,0.0,-100,0.0,-100
Madhya Pradesh,Damoh,2009,25.1,12,0.0,-100,0.0,-100,11.0,150,5.6,10,19.0,-86,230.0,-37,153.1,-59,192.6,0,46.9,56,101.1,709,8.7,61
Madhya Pradesh,Damoh,2010,0.0,-100,2.0,-85,0.0,-100,0.0,-100,0.0,-100,10.3,-92,498.8,36,316.3,-15,199.8,3,0.0,-100,0.0,-100,0.9,-83
Madhya Pradesh,Datia,2006,,,,,28.0,331,0.0,-100,0.0,-100,60.0,-1,211.5,-17,92.0,-66,43.0,-76,1.5,-96,0.0,-100,0.0,-100
Madhya Pradesh,Datia,2007,0.0,-100,42.3,327,14.3,120,0.0,-100,3.0,-57,126.0,108,105.9,-58,167.2,-39,109.7,-39,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Datia,2008,0.0,-100,0.0,-100,0.0,-100,4.4,29,4.1,-41,398.2,557,294.9,16,243.1,-11,93.3,-48,2.7,-93,3.3,-44,0.0,-100
Madhya Pradesh,Datia,2009,0.0,-100,0.9,-91,0.5,-92,0.7,-79,0.4,-94,27.9,-54,219.4,-14,248.5,-9,123.1,-31,20.7,-44,3.0,-49,9.7,87
Madhya Pradesh,Datia,2010,6.0,-45,16.6,68,0.0,-100,2.2,-35,1.4,-80,25.3,-58,224.0,-12,205.1,-25,232.9,30,0.0,-100,64.7,997,6.9,33
Madhya Pradesh,Dewas,2006,0.0,-100,0.0,-100,,,0.0,-100,0.0,-100,43.2,-68,287.5,-15,594.6,81,341.8,87,9.4,-72,0.0,-100,0.0,-100
Madhya Pradesh,Dewas,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,85.9,-36,395.7,17,342.7,4,189.0,3,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Dewas,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,32.4,-76,83.7,-75,190.9,-42,86.3,-53,11.3,-66,0.0,-100,0.0,-100
Madhya Pradesh,Dewas,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,60.3,-55,365.2,8,156.4,-52,79.3,-57,98.7,197,19.8,24,0.0,-100
Madhya Pradesh,Dewas,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,41.4,-69,201.6,-40,402.5,22,132.0,-28,12.7,-62,0.0,-100,0.0,-100
Madhya Pradesh,Dhar,2006,0.0,-100,0.0,-100,10.3,930,0.0,-100,0.0,-100,68.4,-42,329.9,29,461.6,87,205.5,18,5.2,-84,2.5,-81,0.0,-100
Madhya Pradesh,Dhar,2007,0.4,-89,0.0,-100,0.0,-100,0.0,-100,6.5,30,134.3,14,432.2,69,373.2,51,214.4,23,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Dhar,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,71.9,-39,241.0,-6,99.5,-60,242.1,39,32.8,3,0.0,-100,0.0,-100
Madhya Pradesh,Dhar,2009,0.0,-100,0.0,-100,0.8,-20,0.0,-100,4.6,-8,64.6,-45,314.1,23,119.0,-52,105.9,-39,54.7,72,56.6,332,6.7,56
Madhya Pradesh,Dhar,2010,0.5,-86,0.3,-50,0.0,-100,0.0,-100,0.3,-94,99.4,-16,211.7,-17,324.0,31,143.1,-18,0.0,-100,49.2,276,0.0,-100
Madhya Pradesh,Dindori,2006,0.0,-100,0.0,-100,0.0,-100,4.8,-45,44.0,344,33.9,-84,496.9,23,322.4,-21,51.9,-74,0.0,-100,12.6,4,0.0,-100
Madhya Pradesh,Dindori,2007,0.0,-100,21.2,-15,58.0,215,14.0,61,4.6,-54,82.2,-61,321.8,-21,280.0,-32,187.8,-7,5.6,-85,0.0,-100,0.0,-100
Madhya Pradesh,Dindori,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,24.6,-88,267.9,-34,318.1,-23,151.1,-25,20.5,-44,0.0,-100,0.0,-100
Madhya Pradesh,Dindori,2009,40.6,61,0.0,-100,0.0,-100,13.2,52,1.2,-88,28.5,-87,189.2,-53,156.8,-62,105.7,-48,24.1,-34,45.2,274,0.8,-93
Madhya Pradesh,Dindori,2010,0.0,-100,10.6,-58,2.0,-89,0.0,-100,23.9,141,39.0,-82,389.9,-4,333.6,-19,217.9,8,13.0,-64,18.5,53,0.0,-100
Madhya Pradesh,Guna,2006,0.0,-100,0.0,-100,85.6,1041,0.0,-100,17.1,148,48.3,-52,364.4,9,299.1,-16,172.5,2,6.6,-75,0.3,-98,0.0,-100
Madhya Pradesh,Guna,2007,0.2,-99,28.1,196,0.0,-100,2.7,8,7.4,7,113.2,13,255.6,-23,187.2,-47,170.7,1,0.0,-100,0.0,-100,0.7,-92
Madhya Pradesh,Guna,2008,0.0,-100,0.0,-100,1.1,-85,1.5,-40,0.6,-91,441.4,340,156.5,-53,221.3,-38,145.8,-13,0.0,-100,12.4,-15,0.0,-100
Madhya Pradesh,Guna,2009,1.1,-94,0.0,-100,0.1,-99,1.9,-24,2.2,-68,65.1,-35,191.9,-43,214.6,-40,104.2,-38,35.5,34,48.5,232,12.2,36
Madhya Pradesh,Guna,2010,2.2,-87,7.3,-23,0.0,-100,0.0,-100,0.1,-99,66.9,-37,346.5,0,216.0,-41,92.6,-46,22.7,-11,45.1,229,3.6,-58
Madhya Pradesh,Gwalior,2006,0.0,-100,0.0,-100,22.6,253,0.6,-87,9.2,-34,176.7,158,187.6,-29,68.5,-76,57.4,-67,22.5,-33,0.0,-100,0.0,-100
Madhya Pradesh,Gwalior,2007,1.3,-91,48.1,447,20.6,222,0.0,-100,13.8,-1,82.8,21,135.1,-49,114.5,-59,119.8,-31,0.0,-100,0.0,-100,4.5,-17
Madhya Pradesh,Gwalior,2008,0.0,-100,0.0,-100,0.1,-98,6.0,30,5.5,-60,208.1,203,217.7,-17,228.1,-18,99.5,-43,2.5,-93,1.3,-76,0.0,-100
Madhya Pradesh,Gwalior,2009,0.4,-97,0.2,-98,4.2,-34,1.1,-76,3.9,-72,8.4,-88,167.7,-36,111.5,-60,89.1,-49,93.2,176,25.6,365,11.3,109
Madhya Pradesh,Gwalior,2010,0.3,-98,10.3,17,0.0,-100,0.0,-100,4.4,-68,74.5,9,169.4,-36,304.0,9,276.0,59,0.0,-100,78.2,1322,4.2,-22
Madhya Pradesh,Harda,2006,0.0,-100,0.0,-100,50.6,772,0.0,-100,0.0,-100,27.4,-79,324.9,-24,389.3,-11,203.5,-28,0.0,-100,14.8,-24,0.0,-100
Madhya Pradesh,Harda,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,110.6,-13,598.1,40,286.2,-35,145.7,-48,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Harda,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,103.6,-19,167.3,-61,254.8,-42,84.4,-70,2.3,-94,0.0,-100,0.0,-100
Madhya Pradesh,Harda,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,55.2,-57,683.4,60,153.1,-65,107.1,-62,72.4,75,51.9,166,10.3,58
Madhya Pradesh,Harda,2010,0.0,-100,8.8,38,0.0,-100,0.0,-100,0.0,-100,37.0,-71,404.9,-5,313.7,-29,157.8,-44,34.5,-17,25.2,29,0.0,-100
Madhya Pradesh,Hoshangabad,2006,0.0,-100,0.0,-100,84.2,846,0.0,-100,27.9,203,45.8,-69,536.0,20,878.0,88,307.1,16,7.0,-82,8.5,-46,7.3,-26
Madhya Pradesh,Hoshangabad,2007,0.0,-100,9.0,-16,6.1,-31,1.8,-28,20.4,122,159.4,9,510.8,14,245.5,-47,139.8,-47,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Hoshangabad,2008,1.2,-93,0.0,-100,1.3,-85,1.3,-48,2.9,-68,139.2,-5,184.6,-59,293.1,-37,120.5,-54,60.5,57,19.2,22,0.0,-100
Madhya Pradesh,Hoshangabad,2009,16.2,-4,0.0,-100,0.0,-100,2.2,-12,29.4,220,68.7,-53,608.3,36,291.5,-37,377.5,43,73.3,90,70.1,344,37.5,279
Madhya Pradesh,Hoshangabad,2010,0.0,-100,11.0,3,5.6,-37,0.0,-100,0.4,-96,51.3,-65,323.9,-28,441.2,-5,201.1,-24,10.1,-74,38.5,144,0.0,-100
Madhya Pradesh,Indore,2006,0.0,-100,0.0,-100,54.7,2505,0.0,-100,26.9,213,62.2,-44,257.2,-9,538.2,92,264.4,41,21.4,-43,9.2,-45,0.0,-100
Madhya Pradesh,Indore,2007,0.9,-84,2.4,26,0.0,-100,2.2,38,10.2,19,108.4,-3,373.4,32,300.8,7,162.2,-14,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Indore,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,82.8,-26,231.1,-18,138.0,-51,170.2,-9,42.5,13,5.8,-65,0.2,-96
Madhya Pradesh,Indore,2009,0.3,-95,0.0,-100,14.9,610,0.0,-100,12.0,40,92.0,-17,417.4,48,110.0,-61,124.5,-34,61.1,62,111.6,568,21.3,310
Madhya Pradesh,Indore,2010,5.0,-14,2.2,16,0.1,-96,0.0,-100,1.1,-88,56.4,-51,192.8,-31,376.1,36,228.0,20,18.0,-56,79.1,352,0.0,-100
Madhya Pradesh,Jabalpur,2006,0.0,-100,0.0,-100,74.8,539,1.5,-64,36.9,451,100.6,-20,384.0,-1,313.0,-23,74.8,-62,3.0,-90,10.0,-7,0.5,-94
Madhya Pradesh,Jabalpur,2007,0.0,-100,41.7,190,22.7,94,1.6,-62,1.2,-82,82.2,-35,325.6,-16,394.3,-3,156.3,-20,0.0,-100,0.0,-100,7.8,-4
Madhya Pradesh,Jabalpur,2008,0.1,-100,3.9,-73,0.8,-93,0.4,-90,6.8,1,407.9,222,339.0,-13,302.5,-25,115.2,-41,24.5,-21,0.0,-100,0.0,-100
Madhya Pradesh,Jabalpur,2009,23.3,-6,0.0,-100,1.1,-91,0.2,-95,4.1,-39,32.5,-74,384.1,-1,234.9,-42,291.3,49,36.6,18,90.1,742,23.8,194
Madhya Pradesh,Jabalpur,2010,6.6,-73,0.4,-97,1.5,-87,0.0,-100,0.4,-94,89.1,-30,419.8,8,363.2,-10,482.0,146,31.2,0,0.5,-95,3.7,-54
Madhya Pradesh,Jhabua,2006,0.0,-100,0.0,-100,7.3,462,0.0,-100,0.5,-91,154.8,48,362.9,49,648.8,137,300.9,77,18.9,-39,0.0,-100,0.0,-100
Madhya Pradesh,Jhabua,2007,0.0,-100,0.0,-100,0.0,-100,5.3,783,2.5,-55,128.6,23,539.5,122,336.1,23,176.6,4,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Jhabua,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,88.2,-16,146.9,-40,158.5,-42,203.2,19,34.5,12,0.0,-100,0.9,-71
Madhya Pradesh,Jhabua,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,23.0,-78,302.5,24,129.6,-53,107.9,-37,40.2,30,17.2,30,2.2,-29
Madhya Pradesh,Jhabua,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,44.0,-58,169.9,-30,273.7,0,117.7,-31,0.0,-100,34.5,161,0.0,-100
Madhya Pradesh,Katni,2006,,,0.0,-100,,,,,,,131.0,7,315.0,-12,231.0,-40,23.0,-88,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Katni,2007,0.0,-100,43.5,149,0.0,-100,0.0,-100,0.0,-100,60.7,-51,171.0,-52,212.3,-45,177.6,-4,2.0,-94,0.0,-100,0.0,-100
Madhya Pradesh,Katni,2008,10.0,-66,2.3,-87,0.0,-100,9.0,131,0.2,-95,503.1,310,244.9,-32,200.1,-48,232.0,25,28.0,-20,0.0,-100,0.0,-100
Madhya Pradesh,Katni,2009,30.0,1,0.0,-100,0.0,-100,0.0,-100,0.0,-100,10.6,-91,161.5,-55,74.5,-81,190.9,3,43.0,22,40.1,361,7.0,19
Madhya Pradesh,Katni,2010,5.0,-83,0.0,-100,0.0,-100,0.0,-100,0.0,-100,14.0,-89,228.2,-37,128.5,-67,108.3,-42,24.0,-32,0.0,-100,0.0,-100
Madhya Pradesh,Khandwa,2006,0.0,-100,0.0,-100,79.0,1363,0.0,-100,3.0,-72,37.0,-72,256.0,-6,263.0,-6,115.0,-34,25.9,-25,1.0,-94,0.0,-100
Madhya Pradesh,Khandwa,2007,0.0,-100,2.0,-56,0.0,-100,0.0,-100,0.3,-97,142.6,6,574.0,112,225.0,-19,71.0,-59,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Khandwa,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,101.2,-25,184.5,-32,214.6,-23,166.4,-4,16.1,-53,0.0,-100,0.3,-97
Madhya Pradesh,Khandwa,2009,3.0,-59,0.0,-100,0.0,-100,0.3,-79,2.7,-75,66.9,-50,277.9,3,75.8,-73,57.4,-67,6.6,-81,59.0,226,2.1,-79
Madhya Pradesh,Khandwa,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,63.4,-50,354.2,20,308.0,5,96.3,-46,1.7,-95,86.0,378,0.0,-100
Madhya Pradesh,Khargone,2006,0.0,-100,0.0,-100,33.1,1279,0.0,-100,3.5,-54,134.7,10,316.3,37,358.2,52,191.8,17,2.1,-93,0.0,-100,0.2,-97
Madhya Pradesh,Khargone,2007,0.0,-100,5.4,100,0.0,-100,0.0,-100,1.2,-84,109.3,-11,430.6,86,305.1,29,143.9,-12,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Khargone,2008,0.0,-100,0.0,-100,9.3,288,0.0,-100,0.5,-93,58.9,-52,146.5,-37,70.2,-70,158.0,-3,0.0,-100,29.5,112,0.0,-100
Madhya Pradesh,Khargone,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,6.0,-21,47.9,-61,361.5,56,88.1,-63,117.5,-28,31.9,5,33.3,140,16.4,125
Madhya Pradesh,Khargone,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,47.5,-61,180.4,-22,314.7,33,138.1,-16,14.5,-52,55.0,296,0.0,-100
Madhya Pradesh,Mandla,2006,0.0,-100,0.0,-100,2.6,-88,0.0,-100,13.1,75,12.4,-93,599.1,33,414.8,-8,95.8,-55,1.7,-96,0.2,-98,0.0,-100
Madhya Pradesh,Mandla,2007,0.0,-100,1.2,-95,9.6,-56,1.5,-85,2.8,-63,97.0,-44,370.1,-18,288.9,-36,394.6,84,8.2,-79,0.0,-100,0.0,-100
Madhya Pradesh,Mandla,2008,0.0,-100,3.2,-88,34.6,59,4.0,-61,0.4,-95,602.4,249,338.4,-25,351.2,-22,152.4,-29,10.9,-72,6.0,-42,0.0,-100
Madhya Pradesh,Mandla,2009,12.2,-58,0.0,-100,0.1,-100,0.0,-100,0.0,-100,19.0,-89,393.3,-13,246.7,-45,141.4,-34,24.2,-38,117.8,1033,4.6,-62
Madhya Pradesh,Mandla,2010,0.0,-100,13.9,-46,0.3,-99,3.5,-66,6.9,-8,113.8,-34,539.4,20,361.3,-20,426.0,98,23.3,-41,2.1,-80,0.0,-100
Madhya Pradesh,Mandsaur,2006,0.0,-100,0.0,-100,15.4,258,0.0,-100,11.1,258,188.1,111,330.5,21,724.5,143,172.8,13,0.9,-97,0.0,-100,0.0,-100
Madhya Pradesh,Mandsaur,2007,0.0,-100,1.0,-50,0.0,-100,0.0,-100,1.3,-58,67.2,-25,308.6,13,294.6,-1,145.0,-5,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Mandsaur,2008,0.0,-100,0.0,-100,3.7,-14,1.9,-44,0.4,-87,106.7,19,299.3,10,154.8,-48,116.2,-24,5.9,-81,19.3,41,0.0,-100
Madhya Pradesh,Mandsaur,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,36.7,-59,374.3,37,158.8,-47,92.8,-40,41.1,32,18.1,32,3.8,19
Madhya Pradesh,Mandsaur,2010,0.0,-100,1.3,-35,0.0,-100,0.0,-100,0.0,-100,50.0,-44,288.2,5,211.2,-29,67.5,-56,0.2,-99,58.0,323,0.4,-88
Madhya Pradesh,Morena,2006,,,,,6.0,7,1.0,-69,22.0,249,93.8,77,127.4,-47,66.9,-75,72.1,-44,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Morena,2007,0.0,-100,60.1,885,10.8,93,0.5,-83,3.8,-40,79.9,51,51.0,-79,123.8,-53,101.5,-21,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Morena,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,163.1,208,221.7,-8,269.3,1,116.3,-10,6.0,-73,1.3,-57,0.0,-100
Madhya Pradesh,Morena,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,13.5,-75,100.2,-59,274.4,3,113.8,-12,132.5,494,22.2,640,3.9,-11
Madhya Pradesh,Morena,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,43.5,-18,224.8,-7,309.2,16,195.3,52,0.0,-100,25.5,750,3.0,-32
Madhya Pradesh,Narsinghpur,2006,0.0,-100,0.0,-100,60.2,625,7.0,233,17.3,220,44.1,-67,405.9,9,416.2,3,133.7,-42,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Narsinghpur,2007,0.0,-100,42.7,209,8.5,2,0.5,-76,30.4,463,93.9,-30,435.9,17,164.8,-59,117.8,-49,0.0,-100,0.0,-100,5.3,-29
Madhya Pradesh,Narsinghpur,2008,0.0,-100,0.0,-100,23.9,188,0.5,-76,3.6,-33,318.6,136,228.2,-39,279.0,-31,82.6,-64,11.0,-69,0.0,-100,0.0,-100
Madhya Pradesh,Narsinghpur,2009,0.7,-96,0.0,-100,0.0,-100,0.2,-90,5.3,-2,30.9,-77,352.2,-6,209.7,-48,550.8,139,13.2,-63,52.7,366,15.2,103
Madhya Pradesh,Narsinghpur,2010,1.4,-91,0.0,-100,0.0,-100,0.0,-100,0.0,-100,77.8,-42,270.0,-28,249.8,-38,174.8,-24,7.6,-79,1.7,-85,2.4,-68
Madhya Pradesh,Neemuch,2006,0.0,-100,0.0,-100,15.4,328,0.0,-100,10.7,73,143.6,61,266.8,-5,759.6,175,155.9,11,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Neemuch,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,7.7,24,56.2,-37,161.0,-43,220.0,-20,56.7,-60,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Neemuch,2008,0.0,-100,0.0,-100,2.1,-42,1.2,-8,0.2,-97,149.3,67,296.6,5,235.8,-15,102.9,-27,4.0,-85,21.1,65,0.0,-100
Madhya Pradesh,Neemuch,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,8.0,29,25.4,-72,336.4,19,169.0,-39,110.2,-22,12.5,-53,16.1,26,4.1,28
Madhya Pradesh,Neemuch,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,31.8,-64,317.7,13,343.0,24,97.5,-31,2.2,-92,29.5,130,0.0,-100
Madhya Pradesh,Panna,2006,0.0,-100,0.0,-100,,,16.7,496,41.7,1027,90.0,-15,208.2,-45,207.2,-47,42.7,-78,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Panna,2007,0.0,-100,48.6,181,0.0,-100,0.0,-100,4.3,16,30.4,-71,157.9,-58,118.1,-70,46.4,-76,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Panna,2008,0.0,-100,2.1,-88,0.0,-100,1.0,-64,0.5,-86,97.9,-7,269.0,-29,158.8,-60,55.5,-71,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Panna,2009,29.0,6,0.0,-100,0.0,-100,0.0,-100,0.0,-100,8.0,-92,227.5,-40,301.7,-23,109.5,-44,85.5,138,66.0,588,5.3,-33
Madhya Pradesh,Panna,2010,4.8,-82,10.5,-39,0.0,-100,0.0,-100,0.0,-100,13.0,-88,345.2,-8,207.7,-47,104.1,-46,47.4,32,8.6,-10,0.0,-100
Madhya Pradesh,Raisen,2006,0.0,-100,0.0,-100,7.5,0,0.0,-100,13.0,117,53.6,-59,339.7,-13,450.8,11,272.1,28,3.6,-89,2.6,-80,0.0,-100
Madhya Pradesh,Raisen,2007,0.0,-100,8.1,-14,1.0,-87,0.0,-100,5.2,-13,164.8,25,392.8,1,156.2,-62,79.8,-63,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Raisen,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.3,-95,325.7,147,222.8,-43,244.5,-40,117.1,-45,8.6,-73,6.3,-50,0.0,-100
Madhya Pradesh,Raisen,2009,6.3,-64,0.0,-100,0.0,-100,0.0,-100,11.3,88,62.0,-53,336.7,-14,196.0,-52,313.6,47,58.6,86,70.8,457,23.6,181
Madhya Pradesh,Raisen,2010,2.3,-87,1.9,-80,0.0,-100,0.0,-100,0.0,-100,97.2,-26,217.7,-44,337.7,-17,120.3,-43,3.0,-90,32.4,155,0.0,-100
Madhya Pradesh,Rajgarh,2006,0.0,-100,0.0,-100,,,0.0,-100,38.5,588,52.9,-47,277.6,-12,496.0,45,337.6,107,4.6,-82,0.0,-100,0.0,-100
Madhya Pradesh,Rajgarh,2007,0.3,-98,12.7,189,0.8,-83,0.0,-100,14.4,157,108.8,10,433.0,37,142.9,-58,129.4,-21,0.0,-100,0.0,-100,0.0,-100
Madhya Pradesh,Rajgarh,2008,0.0,-100,0.0,-100,7.4,61,0.8,-33,0.7,-88,230.2,132,187.0,-41,189.0,-45,116.6,-28,5.0,-81,7.0,-60,0.0,-100
Madhya Pradesh,Rajgarh,2009,5.7,-59,0.0,-100,0.0,-100,0.0,-100,8.0,43,33.6,-66,392.2,24,103.7,-70,71.6,-56,101.0,290,71.7,312,14.6,97
Madhya Pradesh,Rajgarh,2010,0.0,-100,4.4,0,0.0,-100,0.0,-100,0.0,-100,27.4,-72,240.0,-24,267.7,-22,99.1,-39,8.0,-69,56.3,224,0.6,-92
Madhya Pradesh,Ratlam,2006,0.0,-100,0.0,-100,13.7,661,0.0,-100,4.6,5,97.9,-9,293.1,0,858.2,182,366.3,101,0.5,-99,0.0,-100,0.0,-100
